Epoch,AverageEpRet,StdEpRet,MaxEpRet,MinEpRet,AverageEpCost,StdEpCost,MaxEpCost,MinEpCost,EpLen,CumulativeCost,CostRate,AverageVVals,StdVVals,MaxVVals,MinVVals,AverageCostVVals,StdCostVVals,MaxCostVVals,MinCostVVals,LossPi,DeltaLossPi,SurrCost,DeltaSurrCost,LossV,DeltaLossV,LossVC,DeltaLossVC,Penalty,DeltaPenalty,StopIter,Entropy,KL,TotalEnvInteracts,Time,ViolationsPerEpoch,ViolationRate
0,16.389345000000002,6.168406,40.0,8.0,0.0,0.0,0.0,0.0,16.389345000000002,0.0,0.0,0.009968013000000001,0.23201226,0.51046735,-0.51418805,-0.025325282999999997,0.58134,1.3581916,-1.4407288999999999,-1.8048287e-07,-0.017197477,-4.172325e-09,0.00016234959,120.938515,-87.78664,0.33860993,-0.33848342,0,0,7.0,0.67407846,0.017971616,4000,3.433985710144043,0,0.08489722966934764
1,20.253807000000002,9.182114,57.0,8.0,0.0,0.0,0.0,0.0,20.253807000000002,0.0,0.0,8.718305,0.47072425,9.739144,6.2214737,0.00021121137000000003,0.008471909,0.058597047,-0.05137478,7.450581e-09,-0.016643398,-2.6077033e-11,-5.366597399999999e-07,68.4664,-26.364665999999996,7.1783536e-05,-3.9223195999999996e-05,0,0,8.0,0.6916531,0.014498556000000001,8000,6.484353303909303,0,0.08489722966934764
2,25.363058,12.805328999999999,87.0,9.0,0.0,0.0,0.0,0.0,25.363058,0.0,0.0,12.0057535,3.235481,16.485182000000002,1.0551728999999999,-0.00015535836999999998,0.0048454909999999995,0.01908731,-0.02688086,-6.9141386e-09,-0.023707796,5.4948031999999996e-11,2.0990695999999998e-05,88.82220500000001,-17.411667,2.3549737e-05,-1.0357071e-05,0,0,11.0,0.6830133,0.015773745,12000,9.54791784286499,0,0.08489722966934764
3,34.482758000000004,16.155217999999998,94.0,9.0,0.0,0.0,0.0,0.0,34.482758000000004,0.0,0.0,15.600485,4.354217,20.528523999999997,-0.032328143999999996,-0.00019709064999999998,0.0032783488,0.021320977999999997,-0.018847244,-2.515316e-08,-0.018177133,5.4016708e-11,1.7643492e-06,123.05381000000001,-41.155159999999995,1.0786418000000002e-05,-5.255961e-06,0,0,16.0,0.66013074,0.013827385,16000,12.75467300415039,0,0.08489722966934764
4,46.458824,21.518010999999998,103.0,11.0,0.0,0.0,0.0,0.0,46.458824,0.0,0.0,18.749422,6.3376374,25.046362,-0.5745507,1.4328469e-05,0.002445456,0.020723019,-0.01479521,1.0490416999999999e-08,-0.018293615,-2.4680048e-11,9.496806e-06,150.13641,-48.936333000000005,6.0142065e-06,-2.9674225e-06,0,0,25.0,0.6348085,0.012417358,20000,15.92825961112976,0,0.08489722966934764
5,56.6,23.539268,149.0,20.0,0.0,0.0,0.0,0.0,56.6,0.0,0.0,22.573733999999998,10.523274,33.08233,-0.4047594,-2.2814995e-05,0.0016907345000000001,0.015169899999999998,-0.01680509,2.1576880000000003e-08,-0.022422321000000002,-2.2351742e-11,3.4902519000000003e-06,124.173996,-32.353394,2.8658867000000004e-06,-3.6793016999999997e-07,0,0,27.0,0.61359274,0.013012876999999999,24000,19.04977321624756,0,0.08489722966934764
6,91.60465,41.485855,192.0,21.0,12.94576,37.526936,171.4901,0.0,91.60465,556.66766,0.019880987984793527,24.448738,12.763938000000001,39.260365,0.1458266,0.0010070634,0.015263934,0.121017024,-0.13218203,-7.7843666e-08,-0.021725052999999998,2.348423e-07,0.024564924,430.63327000000004,-220.49544,723.059,-109.093994,0,0,48.0,0.5945643,0.012216078,28000,22.35002970695496,6,0.08489722966934764
7,144.88889,74.83134,373.0,34.0,66.97765,81.93336500000001,243.56687999999997,0.0,144.88889,2365.0642,0.07390825653076173,36.863953,13.796789000000002,49.291942999999996,4.4515915,9.769708999999999,2.4822457,13.889667000000001,-0.24288988,1.1563301e-08,-0.013060625,6.195306999999999e-07,0.11113115400000001,730.8349,-404.97015,2597.0688,-580.28516,0,0,79.0,0.58343923,0.0067475786999999995,32000,25.80608463287353,12,0.08489722966934764
8,218.88889,60.640003,350.0,126.0,121.39121999999999,87.53998,300.26694,0.0,218.88889,4550.106,0.12639183213975694,51.010445000000004,14.180257000000001,59.61330400000001,2.9907084,30.153496,0.80674815,30.579771,17.2789,1.3113021999999998e-08,-0.008678050999999999,1.5640259e-07,0.07531807,363.37372,-177.18509,2437.1514,-276.6953,0,0,9.0,0.58496433,0.014962353999999999,36000,28.92406630516052,13,0.08489722966934764
9,217.94444,74.68041,352.0,42.0,181.546,138.02546999999998,383.78362999999996,0.0,217.94444,7817.934,0.1954483520507813,55.31259,17.414557000000002,69.3889,1.9902945,41.33289,0.07231929,41.422492999999996,40.50168,-3.707408799999999e-08,-0.008440981,2.7084351000000004e-07,0.04141236,367.49725,-98.339386,5496.2734,-564.2744,0,0,79.0,0.5790439000000001,0.005881070600000001,40000,32.373737573623664,13,0.08489722966934764
10,346.63635,68.04313,490.0,233.0,331.47902999999997,158.87013000000002,686.72437,195.93106,346.63635,11464.204,0.2605500932173295,60.601204,17.104239,73.30085,7.009434,54.05331999999999,0.02043887,54.08645,53.878555000000006,-6.818772e-08,-0.011359033999999999,-8.392334e-08,0.0057143440000000005,279.96768,-176.97363,7801.175,-624.5679,0,0,79.0,0.5754179,0.006700516700000001,44000,36.07424807548522,11,0.08489722966934764
11,428.22222999999997,97.69201,500.0,226.0,227.72827,213.8992,605.40735,0.0,428.22222999999997,13513.758,0.28153662109375,73.96633,16.551702,81.516426,5.4393015,65.45241999999999,0.017872091,65.473175,65.30764,2.18153e-08,-0.005572415,6.637573e-07,0.045840908,280.67188,-96.417725,6268.573,-107.35156,0,0,79.0,0.5695686,0.0037055765,48000,39.53759717941284,6,0.08489722966934764
