bin_start,bin_end,count
6.975155044446914,7.13331106148907,0
7.13331106148907,7.291467078531228,0
7.291467078531228,7.449623095573384,0
7.449623095573384,7.607779112615542,1
7.607779112615542,7.765935129657698,0
7.765935129657698,7.924091146699856,0
7.924091146699856,8.08224716374201,0
8.08224716374201,8.24040318078417,0
8.24040318078417,8.398559197826327,0
8.398559197826327,8.556715214868483,0
8.556715214868483,8.714871231910642,1
8.714871231910642,8.873027248952798,0
8.873027248952798,9.031183265994954,0
9.031183265994954,9.18933928303711,0
9.18933928303711,9.34749530007927,0
9.34749530007927,9.505651317121426,0
9.505651317121426,9.663807334163582,0
9.663807334163582,9.821963351205738,1
9.821963351205738,9.980119368247898,1
9.980119368247898,10.138275385290054,0
10.138275385290054,10.29643140233221,0
10.29643140233221,10.45458741937437,0
10.45458741937437,10.612743436416526,0
10.612743436416526,10.770899453458682,0
10.770899453458682,10.929055470500838,1
10.929055470500838,11.087211487542994,0
11.087211487542994,11.245367504585154,1
11.245367504585154,11.40352352162731,1
11.40352352162731,11.561679538669466,0
11.561679538669466,11.719835555711626,0
11.719835555711626,11.877991572753782,0
11.877991572753782,12.036147589795938,0
12.036147589795938,12.194303606838094,0
12.194303606838094,12.352459623880254,0
12.352459623880254,12.51061564092241,1
12.51061564092241,12.668771657964566,0
12.668771657964566,12.826927675006722,0
12.826927675006722,12.985083692048882,0
12.985083692048882,13.143239709091038,0
13.143239709091038,13.301395726133194,0
13.301395726133194,13.459551743175354,0
13.459551743175354,13.61770776021751,0
13.61770776021751,13.775863777259666,0
13.775863777259666,13.934019794301822,0
13.934019794301822,14.092175811343981,0
14.092175811343981,14.250331828386138,0
14.250331828386138,14.408487845428294,0
14.408487845428294,14.56664386247045,0
14.56664386247045,14.72479987951261,0
14.72479987951261,14.882955896554765,0
14.882955896554765,15.041111913596922,0
15.041111913596922,15.199267930639081,0
15.199267930639081,15.357423947681237,0
15.357423947681237,15.515579964723393,0
15.515579964723393,15.67373598176555,0
15.67373598176555,15.83189199880771,0
15.83189199880771,15.990048015849865,0
15.990048015849865,16.14820403289202,0
16.14820403289202,16.306360049934177,0
16.306360049934177,16.464516066976337,0
16.464516066976337,16.622672084018493,0
16.622672084018493,16.78082810106065,0
16.78082810106065,16.93898411810281,0
16.93898411810281,17.097140135144965,0
17.097140135144965,17.25529615218712,0
17.25529615218712,17.413452169229277,0
17.413452169229277,17.571608186271437,0
17.571608186271437,17.729764203313593,0
17.729764203313593,17.88792022035575,0
17.88792022035575,18.046076237397905,0
18.046076237397905,18.204232254440065,0
18.204232254440065,18.36238827148222,0
18.36238827148222,18.520544288524377,0
18.520544288524377,18.678700305566537,0
18.678700305566537,18.836856322608693,0
18.836856322608693,18.99501233965085,0
18.99501233965085,19.153168356693005,0
19.153168356693005,19.311324373735165,0
19.311324373735165,19.46948039077732,0
19.46948039077732,19.627636407819477,0
19.627636407819477,19.785792424861633,0
19.785792424861633,19.943948441903792,0
19.943948441903792,20.10210445894595,0
20.10210445894595,20.260260475988105,0
20.260260475988105,20.418416493030264,0
