algorithm,timesteps,mean_return,std_return
PPO,0.0,10.4,4.079215610874228
PPO,5000.0,18.292809364548496,8.627691340265217
PPO,10000.0,23.41018518518519,15.278470130215599
PPO,15000.0,34.58702495565099,14.761550613983637
PPO,20000.0,8.4,7.364781055808788
PPO,25000.0,50.90478691648732,23.7206770399546
PPO,30000.0,55.801438383158164,23.48465208197072
PPO,35000.0,76.61129547965075,16.081784383796425
PPO,40000.0,44.0,33.292641829689636
PPO,45000.0,160.40919899761633,50.97741479557213
PPO,50000.0,291.1139294886346,187.3523289625449
PPO,55000.0,396.8546570117819,233.68625071122167
PPO,60000.0,341.2,254.39764149850132
PPO,65000.0,589.0362396011452,355.5623633296507
PPO,70000.0,818.1318181818182,363.73636363636365
PPO,75000.0,799.3576634997236,320.92787148075587
PPO,80000.0,591.6,396.10130017458914
PPO,85000.0,1000.0,0.0
PPO,90000.0,1000.0,0.0
PPO,95000.0,990.231746031746,19.53650793650795
PPO,100000.0,805.4,261.3347278874356
PPO,105000.0,1000.0,0.0
PPO,110000.0,999.3975951903807,1.2048096192384945
PPO,115000.0,1000.0,0.0
PPO,120000.0,966.4,67.2
PPO,125000.0,1000.0,0.0
PPO,130000.0,1000.0,0.0
PPO,135000.0,950.9248,98.1504
PPO,140000.0,1000.0,0.0
PPO,145000.0,968.9727999999999,62.05439999999999
PPO,150000.0,797.0972317678503,262.71766585297
PPO,155000.0,946.1866,75.09314770230371
PPO,160000.0,927.6,144.8
PPO,165000.0,843.0977259792392,201.49040158944368
PPO,170000.0,890.3212495640995,187.2495888895094
PPO,175000.0,984.2792000000002,31.44159999999997
PPO,180000.0,1000.0,0.0
PPO,185000.0,883.253,158.7220944745879
PPO,190000.0,943.9119999999999,112.17600000000002
PPO,195000.0,1000.0,0.0
PPO,200000.0,874.0,157.03630153566405
PPO+CBF,0.0,10.0,3.7416573867739413
PPO+CBF,5000.0,16.304249084249083,5.557440221535218
PPO+CBF,10000.0,26.50030315557393,17.469515181646933
PPO+CBF,15000.0,25.145238095238096,12.662119663643102
PPO+CBF,20000.0,10.8,4.749736834815167
PPO+CBF,25000.0,34.670350744471364,12.569545714994025
PPO+CBF,30000.0,60.0697688132233,23.380081062970962
PPO+CBF,35000.0,62.31980192192488,20.09302205690279
PPO+CBF,40000.0,57.8,40.28597770937178
PPO+CBF,45000.0,195.5842963646531,109.32738147891885
PPO+CBF,50000.0,354.50799663077845,364.9142174713258
PPO+CBF,55000.0,459.37357820511244,346.6454436947194
PPO+CBF,60000.0,347.0,362.560339805666
PPO+CBF,65000.0,749.9801635215787,359.0555780929386
PPO+CBF,70000.0,821.140350877193,357.719298245614
PPO+CBF,75000.0,820.6822727272727,356.1531666581966
PPO+CBF,80000.0,786.4,359.1181421203891
PPO+CBF,85000.0,784.0554838709677,331.29198804996446
PPO+CBF,90000.0,841.9067669172931,316.18646616541355
PPO+CBF,95000.0,852.4248226950355,295.1503546099291
PPO+CBF,100000.0,780.4,273.3273495279973
PPO+CBF,105000.0,948.727560718057,102.54487856388596
PPO+CBF,110000.0,1000.0,0.0
PPO+CBF,115000.0,986.5877192982456,26.824561403508778
PPO+CBF,120000.0,655.4,423.55712719773703
PPO+CBF,125000.0,1000.0,0.0
PPO+CBF,130000.0,1000.0,0.0
PPO+CBF,135000.0,971.2552,57.48960000000002
PPO+CBF,140000.0,905.6,188.79999999999998
PPO+CBF,145000.0,1000.0,0.0
PPO+CBF,150000.0,1000.0,0.0
PPO+CBF,155000.0,929.491,92.89345038268307
PPO+CBF,160000.0,1000.0,0.0
PPO+CBF,165000.0,1000.0,0.0
PPO+CBF,170000.0,920.4942028985508,159.01159420289858
PPO+CBF,175000.0,998.6468000000001,2.7063999999999857
PPO+CBF,180000.0,834.0,332.0
PPO+CBF,185000.0,809.5776086956522,316.48797570579455
PPO+CBF,190000.0,862.5370684684685,204.07913806114752
PPO+CBF,195000.0,1000.0,0.0
PPO+CBF,200000.0,819.8,360.4
PPO+CBF+RewardShaping,0.0,10.2,4.534313619501853
PPO+CBF+RewardShaping,5000.0,29.123809523809523,12.147955771571922
PPO+CBF+RewardShaping,10000.0,18.82369167064819,9.337893078080723
PPO+CBF+RewardShaping,15000.0,19.55772227772228,7.34259539030726
PPO+CBF+RewardShaping,20000.0,15.8,12.512393855693642
PPO+CBF+RewardShaping,25000.0,41.8358539029535,12.82014059329082
PPO+CBF+RewardShaping,30000.0,46.879246833787874,7.52570269483985
PPO+CBF+RewardShaping,35000.0,45.92248321954311,14.13365417875294
PPO+CBF+RewardShaping,40000.0,34.6,12.753038853543888
PPO+CBF+RewardShaping,45000.0,70.11296111367206,18.89792768443853
PPO+CBF+RewardShaping,50000.0,74.78134848117409,17.318742356800648
PPO+CBF+RewardShaping,55000.0,80.15926463376678,36.54341319051257
PPO+CBF+RewardShaping,60000.0,31.2,30.94123462307217
PPO+CBF+RewardShaping,65000.0,114.73955329723842,50.83458944211552
PPO+CBF+RewardShaping,70000.0,138.10446358195884,107.05719142487708
PPO+CBF+RewardShaping,75000.0,149.93066964366056,76.41200859763055
PPO+CBF+RewardShaping,80000.0,300.0,360.34594489184974
PPO+CBF+RewardShaping,85000.0,421.7133333333333,380.2921386922311
PPO+CBF+RewardShaping,90000.0,633.1741283887468,436.81802107452995
PPO+CBF+RewardShaping,95000.0,647.524886877828,432.95096668662393
PPO+CBF+RewardShaping,100000.0,567.4,450.7574070384202
PPO+CBF+RewardShaping,105000.0,810.825,378.35
PPO+CBF+RewardShaping,110000.0,813.5675675675676,372.8648648648649
PPO+CBF+RewardShaping,115000.0,813.5217391304348,372.9565217391305
PPO+CBF+RewardShaping,120000.0,801.6,396.8
PPO+CBF+RewardShaping,125000.0,813.9391304347826,372.12173913043483
PPO+CBF+RewardShaping,130000.0,765.1458,358.45929733591794
PPO+CBF+RewardShaping,135000.0,814.7534246575343,370.4931506849315
PPO+CBF+RewardShaping,140000.0,731.4,381.83221446074975
PPO+CBF+RewardShaping,145000.0,763.2539791044776,366.06740556700345
PPO+CBF+RewardShaping,150000.0,812.8176470588235,374.36470588235295
PPO+CBF+RewardShaping,155000.0,753.2587007311539,362.7862105872369
PPO+CBF+RewardShaping,160000.0,607.6,480.6165207314456
PPO+CBF+RewardShaping,165000.0,819.632,360.73600000000005
PPO+CBF+RewardShaping,170000.0,797.0540157480316,340.1970448263762
PPO+CBF+RewardShaping,175000.0,801.4136925373134,361.1058288821006
PPO+CBF+RewardShaping,180000.0,690.8,395.8335003508419
PPO+CBF+RewardShaping,185000.0,785.7259931034482,362.4331534301523
PPO+CBF+RewardShaping,190000.0,800.3278530612245,366.0456420848287
PPO+CBF+RewardShaping,195000.0,726.3887221690591,349.4817385986816
PPO+CBF+RewardShaping,200000.0,501.0,313.57295801774745
