algorithm,timesteps,mean_return,std_return
PPO,0.0,9.8,3.370459909270543
PPO,5000.0,14.78238095238095,7.472476723953221
PPO,10000.0,16.79616858237548,7.613402008082102
PPO,15000.0,22.826822742474917,8.149089452395541
PPO,20000.0,13.6,10.613199329137279
PPO,25000.0,39.35857836966513,16.285113743418304
PPO,30000.0,51.673922279962085,22.120375475991633
PPO,35000.0,69.33467908951977,25.784748063589436
PPO,40000.0,52.4,36.477938538245276
PPO,45000.0,146.5492330402632,81.92557435846807
PPO,50000.0,283.2515958910469,359.23943172447423
PPO,55000.0,177.40165725899104,85.51319446405968
PPO,60000.0,82.6,45.477906724034696
PPO,65000.0,462.2070262363386,267.962015204414
PPO,70000.0,814.4366197183099,371.1267605633803
PPO,75000.0,646.727383414784,386.3162903557616
PPO,80000.0,776.8,354.28429262387573
PPO,85000.0,767.1507809788268,336.94020390206276
PPO,90000.0,827.4267716535433,345.1464566929134
PPO,95000.0,725.6917016574586,294.91440002860537
PPO,100000.0,321.4,254.86357134749562
PPO,105000.0,708.1959804160181,271.7619401235591
PPO,110000.0,906.2238440979957,173.48713571879077
PPO,115000.0,895.288706044905,130.97368472873725
PPO,120000.0,793.8,270.3334237566639
PPO,125000.0,797.7656,250.74205058872755
PPO,130000.0,918.1105142857143,104.30083291778485
PPO,135000.0,1000.0,0.0
PPO,140000.0,827.6,344.8
PPO,145000.0,971.6482,56.7036
PPO,150000.0,909.616,111.48404401707002
PPO,155000.0,1000.0,0.0
PPO,160000.0,853.2,293.59999999999997
PPO,165000.0,863.8654205607476,272.26915887850464
PPO,170000.0,1000.0,0.0
PPO,175000.0,977.2597666666667,34.56915361346167
PPO,180000.0,778.2,291.1167463407078
PPO,185000.0,1000.0,0.0
PPO,190000.0,1000.0,0.0
PPO,195000.0,1000.0,0.0
PPO,200000.0,844.0,312.0
PPO+CBF,0.0,10.2,4.1182520563948
PPO+CBF,5000.0,14.198076923076922,2.9622261938732226
PPO+CBF,10000.0,18.357543133195307,4.925705015576102
PPO+CBF,15000.0,25.999310344827585,14.080409544362684
PPO+CBF,20000.0,15.4,8.845337754998393
PPO+CBF,25000.0,46.667424981937636,19.549569823123115
PPO+CBF,30000.0,50.4503144654088,12.187434690567732
PPO+CBF,35000.0,45.55764160209539,11.929344280385573
PPO+CBF,40000.0,46.0,40.92920717531675
PPO+CBF,45000.0,148.43374161445882,85.21015592872821
PPO+CBF,50000.0,249.11176088584085,133.9594578661387
PPO+CBF,55000.0,569.9764072072192,312.9325410510454
PPO+CBF,60000.0,584.4,409.2693978298402
PPO+CBF,65000.0,586.0620763002237,342.7089747711025
PPO+CBF,70000.0,909.4007952286283,181.19840954274355
PPO+CBF,75000.0,969.3100000000001,61.380000000000024
PPO+CBF,80000.0,1000.0,0.0
PPO+CBF,85000.0,954.805,90.38999999999997
PPO+CBF,90000.0,1000.0,0.0
PPO+CBF,95000.0,1000.0,0.0
PPO+CBF,100000.0,915.6,168.79999999999998
PPO+CBF,105000.0,950.0008,99.99839999999999
PPO+CBF,110000.0,1000.0,0.0
PPO+CBF,115000.0,1000.0,0.0
PPO+CBF,120000.0,785.0,355.0188727377743
PPO+CBF,125000.0,1000.0,0.0
PPO+CBF,130000.0,962.3008,75.39839999999998
PPO+CBF,135000.0,877.2347826086956,245.5304347826087
PPO+CBF,140000.0,960.6,78.8
PPO+CBF,145000.0,1000.0,0.0
PPO+CBF,150000.0,958.7362,82.52759999999999
PPO+CBF,155000.0,963.0072289156626,73.98554216867468
PPO+CBF,160000.0,1000.0,0.0
PPO+CBF,165000.0,942.1597633136095,115.68047337278108
PPO+CBF,170000.0,1000.0,0.0
PPO+CBF,175000.0,991.6335999999999,16.732799999999997
PPO+CBF,180000.0,1000.0,0.0
PPO+CBF,185000.0,971.9122,56.17560000000003
PPO+CBF,190000.0,1000.0,0.0
PPO+CBF,195000.0,1000.0,0.0
PPO+CBF,200000.0,1000.0,0.0
PPO+CBF+RewardShaping,0.0,10.4,4.079215610874228
PPO+CBF+RewardShaping,5000.0,14.441233766233768,4.052054766743262
PPO+CBF+RewardShaping,10000.0,17.136463536463534,5.991646475318959
PPO+CBF+RewardShaping,15000.0,36.73402298850574,37.939375702031086
PPO+CBF+RewardShaping,20000.0,11.0,4.69041575982343
PPO+CBF+RewardShaping,25000.0,43.92774443110578,21.1181574104179
PPO+CBF+RewardShaping,30000.0,69.64365058168448,35.1300721679216
PPO+CBF+RewardShaping,35000.0,75.2698639250471,21.312719272830282
PPO+CBF+RewardShaping,40000.0,27.6,8.06473806146238
PPO+CBF+RewardShaping,45000.0,172.9822163318679,101.4658061935585
PPO+CBF+RewardShaping,50000.0,223.33107086642363,187.58318043524287
PPO+CBF+RewardShaping,55000.0,321.6058785026877,189.21745400556534
PPO+CBF+RewardShaping,60000.0,282.8,270.4539886930862
PPO+CBF+RewardShaping,65000.0,614.1194126295612,345.9093925988688
PPO+CBF+RewardShaping,70000.0,562.6263541536835,293.7208101622994
PPO+CBF+RewardShaping,75000.0,663.2179363636363,359.3909661762873
PPO+CBF+RewardShaping,80000.0,581.2,411.8569654625256
