timesteps,return
5.237200000000000000e+04,1.280000000000000000e+02
5.249700000000000000e+04,1.250000000000000000e+02
5.262700000000000000e+04,1.300000000000000000e+02
5.274700000000000000e+04,1.200000000000000000e+02
5.286700000000000000e+04,1.200000000000000000e+02
5.298900000000000000e+04,1.220000000000000000e+02
5.310500000000000000e+04,1.160000000000000000e+02
5.323400000000000000e+04,1.290000000000000000e+02
5.333500000000000000e+04,1.010000000000000000e+02
5.347000000000000000e+04,1.350000000000000000e+02
5.358300000000000000e+04,1.130000000000000000e+02
5.371400000000000000e+04,1.310000000000000000e+02
5.384300000000000000e+04,1.290000000000000000e+02
5.396100000000000000e+04,1.180000000000000000e+02
5.408100000000000000e+04,1.200000000000000000e+02
5.420900000000000000e+04,1.280000000000000000e+02
5.433200000000000000e+04,1.230000000000000000e+02
5.445500000000000000e+04,1.230000000000000000e+02
5.456700000000000000e+04,1.120000000000000000e+02
5.466600000000000000e+04,9.900000000000000000e+01
5.478600000000000000e+04,1.200000000000000000e+02
5.488800000000000000e+04,1.020000000000000000e+02
5.500400000000000000e+04,1.160000000000000000e+02
5.511900000000000000e+04,1.150000000000000000e+02
5.523000000000000000e+04,1.110000000000000000e+02
5.534900000000000000e+04,1.190000000000000000e+02
5.548200000000000000e+04,1.330000000000000000e+02
5.559900000000000000e+04,1.170000000000000000e+02
5.571400000000000000e+04,1.150000000000000000e+02
5.582800000000000000e+04,1.140000000000000000e+02
5.594000000000000000e+04,1.120000000000000000e+02
5.605900000000000000e+04,1.190000000000000000e+02
5.617700000000000000e+04,1.180000000000000000e+02
5.629000000000000000e+04,1.130000000000000000e+02
5.640200000000000000e+04,1.120000000000000000e+02
5.653000000000000000e+04,1.280000000000000000e+02
5.664500000000000000e+04,1.150000000000000000e+02
5.675800000000000000e+04,1.130000000000000000e+02
5.687300000000000000e+04,1.150000000000000000e+02
5.698500000000000000e+04,1.120000000000000000e+02
5.708400000000000000e+04,9.900000000000000000e+01
5.718600000000000000e+04,1.020000000000000000e+02
5.730900000000000000e+04,1.230000000000000000e+02
5.743000000000000000e+04,1.210000000000000000e+02
5.753700000000000000e+04,1.070000000000000000e+02
5.764200000000000000e+04,1.050000000000000000e+02
5.775300000000000000e+04,1.110000000000000000e+02
5.786600000000000000e+04,1.130000000000000000e+02
5.797600000000000000e+04,1.100000000000000000e+02
5.808300000000000000e+04,1.070000000000000000e+02
5.820000000000000000e+04,1.170000000000000000e+02
5.831900000000000000e+04,1.190000000000000000e+02
5.844200000000000000e+04,1.230000000000000000e+02
5.855500000000000000e+04,1.130000000000000000e+02
5.866600000000000000e+04,1.110000000000000000e+02
5.879100000000000000e+04,1.250000000000000000e+02
5.890100000000000000e+04,1.100000000000000000e+02
5.900600000000000000e+04,1.050000000000000000e+02
5.910800000000000000e+04,1.020000000000000000e+02
5.920900000000000000e+04,1.010000000000000000e+02
5.931500000000000000e+04,1.060000000000000000e+02
5.946700000000000000e+04,1.520000000000000000e+02
5.958700000000000000e+04,1.200000000000000000e+02
5.969200000000000000e+04,1.050000000000000000e+02
5.981000000000000000e+04,1.180000000000000000e+02
5.991700000000000000e+04,1.070000000000000000e+02
6.003100000000000000e+04,1.140000000000000000e+02
6.014500000000000000e+04,1.140000000000000000e+02
6.025000000000000000e+04,1.050000000000000000e+02
6.035600000000000000e+04,1.060000000000000000e+02
6.046800000000000000e+04,1.120000000000000000e+02
6.059000000000000000e+04,1.220000000000000000e+02
6.070000000000000000e+04,1.100000000000000000e+02
6.080300000000000000e+04,1.030000000000000000e+02
6.092100000000000000e+04,1.180000000000000000e+02
6.103700000000000000e+04,1.160000000000000000e+02
6.114600000000000000e+04,1.090000000000000000e+02
6.126300000000000000e+04,1.170000000000000000e+02
6.138000000000000000e+04,1.170000000000000000e+02
6.148300000000000000e+04,1.030000000000000000e+02
6.162300000000000000e+04,1.400000000000000000e+02
6.174400000000000000e+04,1.210000000000000000e+02
6.185100000000000000e+04,1.070000000000000000e+02
6.196300000000000000e+04,1.120000000000000000e+02
6.207800000000000000e+04,1.150000000000000000e+02
6.220700000000000000e+04,1.290000000000000000e+02
6.232400000000000000e+04,1.170000000000000000e+02
6.244000000000000000e+04,1.160000000000000000e+02
6.255800000000000000e+04,1.180000000000000000e+02
6.267500000000000000e+04,1.170000000000000000e+02
6.280800000000000000e+04,1.330000000000000000e+02
6.292600000000000000e+04,1.180000000000000000e+02
6.305300000000000000e+04,1.270000000000000000e+02
6.317300000000000000e+04,1.200000000000000000e+02
6.329600000000000000e+04,1.230000000000000000e+02
6.342500000000000000e+04,1.290000000000000000e+02
6.354900000000000000e+04,1.240000000000000000e+02
6.367900000000000000e+04,1.300000000000000000e+02
6.379600000000000000e+04,1.170000000000000000e+02
6.390200000000000000e+04,1.060000000000000000e+02
6.402300000000000000e+04,1.210000000000000000e+02
6.416600000000000000e+04,1.430000000000000000e+02
6.430700000000000000e+04,1.410000000000000000e+02
6.441300000000000000e+04,1.060000000000000000e+02
6.459600000000000000e+04,1.830000000000000000e+02
6.472300000000000000e+04,1.270000000000000000e+02
6.484400000000000000e+04,1.210000000000000000e+02
6.496000000000000000e+04,1.160000000000000000e+02
6.507800000000000000e+04,1.180000000000000000e+02
6.520900000000000000e+04,1.310000000000000000e+02
6.533800000000000000e+04,1.290000000000000000e+02
6.562000000000000000e+04,2.820000000000000000e+02
6.574300000000000000e+04,1.230000000000000000e+02
6.586100000000000000e+04,1.180000000000000000e+02
6.600400000000000000e+04,1.430000000000000000e+02
6.613600000000000000e+04,1.320000000000000000e+02
6.632200000000000000e+04,1.860000000000000000e+02
6.645500000000000000e+04,1.330000000000000000e+02
6.663500000000000000e+04,1.800000000000000000e+02
6.677100000000000000e+04,1.360000000000000000e+02
6.688600000000000000e+04,1.150000000000000000e+02
6.704900000000000000e+04,1.630000000000000000e+02
6.720200000000000000e+04,1.530000000000000000e+02
6.737600000000000000e+04,1.740000000000000000e+02
6.753400000000000000e+04,1.580000000000000000e+02
6.772400000000000000e+04,1.900000000000000000e+02
6.786600000000000000e+04,1.420000000000000000e+02
6.802000000000000000e+04,1.540000000000000000e+02
6.818200000000000000e+04,1.620000000000000000e+02
6.837200000000000000e+04,1.900000000000000000e+02
6.849100000000000000e+04,1.190000000000000000e+02
6.861000000000000000e+04,1.190000000000000000e+02
6.877900000000000000e+04,1.690000000000000000e+02
6.891500000000000000e+04,1.360000000000000000e+02
6.904900000000000000e+04,1.340000000000000000e+02
6.916700000000000000e+04,1.180000000000000000e+02
6.928800000000000000e+04,1.210000000000000000e+02
6.941100000000000000e+04,1.230000000000000000e+02
6.955700000000000000e+04,1.460000000000000000e+02
6.967000000000000000e+04,1.130000000000000000e+02
6.978500000000000000e+04,1.150000000000000000e+02
6.989900000000000000e+04,1.140000000000000000e+02
7.002500000000000000e+04,1.260000000000000000e+02
7.014700000000000000e+04,1.220000000000000000e+02
7.026800000000000000e+04,1.210000000000000000e+02
7.038600000000000000e+04,1.180000000000000000e+02
7.050700000000000000e+04,1.210000000000000000e+02
7.065100000000000000e+04,1.440000000000000000e+02
7.076500000000000000e+04,1.140000000000000000e+02
7.088600000000000000e+04,1.210000000000000000e+02
7.111800000000000000e+04,2.320000000000000000e+02
7.123400000000000000e+04,1.160000000000000000e+02
7.135900000000000000e+04,1.250000000000000000e+02
7.147800000000000000e+04,1.190000000000000000e+02
7.161000000000000000e+04,1.320000000000000000e+02
7.172600000000000000e+04,1.160000000000000000e+02
7.185800000000000000e+04,1.320000000000000000e+02
7.197600000000000000e+04,1.180000000000000000e+02
7.214600000000000000e+04,1.700000000000000000e+02
7.227200000000000000e+04,1.260000000000000000e+02
7.239800000000000000e+04,1.260000000000000000e+02
7.251900000000000000e+04,1.210000000000000000e+02
7.263800000000000000e+04,1.190000000000000000e+02
7.275900000000000000e+04,1.210000000000000000e+02
7.287000000000000000e+04,1.110000000000000000e+02
7.298700000000000000e+04,1.170000000000000000e+02
7.315500000000000000e+04,1.680000000000000000e+02
7.327000000000000000e+04,1.150000000000000000e+02
7.339000000000000000e+04,1.200000000000000000e+02
7.350200000000000000e+04,1.120000000000000000e+02
7.361300000000000000e+04,1.110000000000000000e+02
7.372000000000000000e+04,1.070000000000000000e+02
7.383300000000000000e+04,1.130000000000000000e+02
7.394500000000000000e+04,1.120000000000000000e+02
7.406200000000000000e+04,1.170000000000000000e+02
7.417100000000000000e+04,1.090000000000000000e+02
7.428900000000000000e+04,1.180000000000000000e+02
7.440200000000000000e+04,1.130000000000000000e+02
7.451200000000000000e+04,1.100000000000000000e+02
7.462900000000000000e+04,1.170000000000000000e+02
7.474300000000000000e+04,1.140000000000000000e+02
7.486100000000000000e+04,1.180000000000000000e+02
7.497500000000000000e+04,1.140000000000000000e+02
7.508600000000000000e+04,1.110000000000000000e+02
7.520400000000000000e+04,1.180000000000000000e+02
7.531900000000000000e+04,1.150000000000000000e+02
7.543400000000000000e+04,1.150000000000000000e+02
7.556600000000000000e+04,1.320000000000000000e+02
7.568400000000000000e+04,1.180000000000000000e+02
7.580700000000000000e+04,1.230000000000000000e+02
7.593100000000000000e+04,1.240000000000000000e+02
7.606600000000000000e+04,1.350000000000000000e+02
7.618800000000000000e+04,1.220000000000000000e+02
7.634100000000000000e+04,1.530000000000000000e+02
7.647100000000000000e+04,1.300000000000000000e+02
7.658900000000000000e+04,1.180000000000000000e+02
7.670300000000000000e+04,1.140000000000000000e+02
7.682100000000000000e+04,1.180000000000000000e+02
7.693300000000000000e+04,1.120000000000000000e+02
7.704700000000000000e+04,1.140000000000000000e+02
7.716100000000000000e+04,1.140000000000000000e+02
7.728500000000000000e+04,1.240000000000000000e+02
7.740300000000000000e+04,1.180000000000000000e+02
7.752500000000000000e+04,1.220000000000000000e+02
7.764100000000000000e+04,1.160000000000000000e+02
7.776500000000000000e+04,1.240000000000000000e+02
7.787600000000000000e+04,1.110000000000000000e+02
7.798500000000000000e+04,1.090000000000000000e+02
7.810200000000000000e+04,1.170000000000000000e+02
7.822000000000000000e+04,1.180000000000000000e+02
7.833400000000000000e+04,1.140000000000000000e+02
7.845600000000000000e+04,1.220000000000000000e+02
7.858100000000000000e+04,1.250000000000000000e+02
7.870000000000000000e+04,1.190000000000000000e+02
7.882200000000000000e+04,1.220000000000000000e+02
7.894200000000000000e+04,1.200000000000000000e+02
7.905600000000000000e+04,1.140000000000000000e+02
7.920600000000000000e+04,1.500000000000000000e+02
7.932000000000000000e+04,1.140000000000000000e+02
7.945300000000000000e+04,1.330000000000000000e+02
7.956800000000000000e+04,1.150000000000000000e+02
7.968300000000000000e+04,1.150000000000000000e+02
7.980100000000000000e+04,1.180000000000000000e+02
7.991500000000000000e+04,1.140000000000000000e+02
8.003900000000000000e+04,1.240000000000000000e+02
8.020500000000000000e+04,1.660000000000000000e+02
8.032100000000000000e+04,1.160000000000000000e+02
8.043300000000000000e+04,1.120000000000000000e+02
8.055500000000000000e+04,1.220000000000000000e+02
8.068500000000000000e+04,1.300000000000000000e+02
8.080200000000000000e+04,1.170000000000000000e+02
8.095800000000000000e+04,1.560000000000000000e+02
8.107400000000000000e+04,1.160000000000000000e+02
8.123000000000000000e+04,1.560000000000000000e+02
8.135200000000000000e+04,1.220000000000000000e+02
8.148100000000000000e+04,1.290000000000000000e+02
8.158200000000000000e+04,1.010000000000000000e+02
8.170400000000000000e+04,1.220000000000000000e+02
8.182600000000000000e+04,1.220000000000000000e+02
8.197300000000000000e+04,1.470000000000000000e+02
8.210700000000000000e+04,1.340000000000000000e+02
8.224800000000000000e+04,1.410000000000000000e+02
8.242300000000000000e+04,1.750000000000000000e+02
8.254000000000000000e+04,1.170000000000000000e+02
8.266200000000000000e+04,1.220000000000000000e+02
8.277500000000000000e+04,1.130000000000000000e+02
8.290600000000000000e+04,1.310000000000000000e+02
8.302300000000000000e+04,1.170000000000000000e+02
8.314200000000000000e+04,1.190000000000000000e+02
8.326900000000000000e+04,1.270000000000000000e+02
8.339200000000000000e+04,1.230000000000000000e+02
8.351400000000000000e+04,1.220000000000000000e+02
8.362700000000000000e+04,1.130000000000000000e+02
8.374600000000000000e+04,1.190000000000000000e+02
8.386000000000000000e+04,1.140000000000000000e+02
8.400200000000000000e+04,1.420000000000000000e+02
8.411800000000000000e+04,1.160000000000000000e+02
8.423600000000000000e+04,1.180000000000000000e+02
8.436000000000000000e+04,1.240000000000000000e+02
8.446400000000000000e+04,1.040000000000000000e+02
8.458500000000000000e+04,1.210000000000000000e+02
8.470600000000000000e+04,1.210000000000000000e+02
8.483100000000000000e+04,1.250000000000000000e+02
8.494600000000000000e+04,1.150000000000000000e+02
8.504900000000000000e+04,1.030000000000000000e+02
8.522000000000000000e+04,1.710000000000000000e+02
8.533700000000000000e+04,1.170000000000000000e+02
8.546500000000000000e+04,1.280000000000000000e+02
8.558400000000000000e+04,1.190000000000000000e+02
8.570500000000000000e+04,1.210000000000000000e+02
8.583000000000000000e+04,1.250000000000000000e+02
8.595400000000000000e+04,1.240000000000000000e+02
8.607800000000000000e+04,1.240000000000000000e+02
8.622200000000000000e+04,1.440000000000000000e+02
8.634200000000000000e+04,1.200000000000000000e+02
8.645600000000000000e+04,1.140000000000000000e+02
8.659100000000000000e+04,1.350000000000000000e+02
8.670700000000000000e+04,1.160000000000000000e+02
8.701500000000000000e+04,3.080000000000000000e+02
8.715700000000000000e+04,1.420000000000000000e+02
8.730300000000000000e+04,1.460000000000000000e+02
8.741800000000000000e+04,1.150000000000000000e+02
8.753400000000000000e+04,1.160000000000000000e+02
8.775800000000000000e+04,2.240000000000000000e+02
8.789000000000000000e+04,1.320000000000000000e+02
8.800300000000000000e+04,1.130000000000000000e+02
8.811800000000000000e+04,1.150000000000000000e+02
8.836000000000000000e+04,2.420000000000000000e+02
8.851600000000000000e+04,1.560000000000000000e+02
8.864000000000000000e+04,1.240000000000000000e+02
8.885000000000000000e+04,2.100000000000000000e+02
8.906100000000000000e+04,2.110000000000000000e+02
8.933800000000000000e+04,2.770000000000000000e+02
8.946200000000000000e+04,1.240000000000000000e+02
8.960500000000000000e+04,1.430000000000000000e+02
8.975000000000000000e+04,1.450000000000000000e+02
8.987600000000000000e+04,1.260000000000000000e+02
8.998600000000000000e+04,1.100000000000000000e+02
9.014900000000000000e+04,1.630000000000000000e+02
9.030000000000000000e+04,1.510000000000000000e+02
9.045700000000000000e+04,1.570000000000000000e+02
9.066500000000000000e+04,2.080000000000000000e+02
9.080700000000000000e+04,1.420000000000000000e+02
9.093100000000000000e+04,1.240000000000000000e+02
9.108400000000000000e+04,1.530000000000000000e+02
9.130000000000000000e+04,2.160000000000000000e+02
9.150900000000000000e+04,2.090000000000000000e+02
9.168500000000000000e+04,1.760000000000000000e+02
9.183600000000000000e+04,1.510000000000000000e+02
9.197800000000000000e+04,1.420000000000000000e+02
9.215500000000000000e+04,1.770000000000000000e+02
9.230800000000000000e+04,1.530000000000000000e+02
9.248800000000000000e+04,1.800000000000000000e+02
9.269400000000000000e+04,2.060000000000000000e+02
9.288100000000000000e+04,1.870000000000000000e+02
9.306700000000000000e+04,1.860000000000000000e+02
9.321600000000000000e+04,1.490000000000000000e+02
9.336200000000000000e+04,1.460000000000000000e+02
9.350900000000000000e+04,1.470000000000000000e+02
9.370200000000000000e+04,1.930000000000000000e+02
9.385300000000000000e+04,1.510000000000000000e+02
9.401800000000000000e+04,1.650000000000000000e+02
9.419700000000000000e+04,1.790000000000000000e+02
9.433000000000000000e+04,1.330000000000000000e+02
9.453600000000000000e+04,2.060000000000000000e+02
9.474000000000000000e+04,2.040000000000000000e+02
9.491900000000000000e+04,1.790000000000000000e+02
9.508600000000000000e+04,1.670000000000000000e+02
9.531800000000000000e+04,2.320000000000000000e+02
9.549100000000000000e+04,1.730000000000000000e+02
9.563400000000000000e+04,1.430000000000000000e+02
9.579700000000000000e+04,1.630000000000000000e+02
9.601000000000000000e+04,2.130000000000000000e+02
9.617700000000000000e+04,1.670000000000000000e+02
9.634300000000000000e+04,1.660000000000000000e+02
9.649800000000000000e+04,1.550000000000000000e+02
9.679000000000000000e+04,2.920000000000000000e+02
9.695200000000000000e+04,1.620000000000000000e+02
9.716500000000000000e+04,2.130000000000000000e+02
9.740200000000000000e+04,2.370000000000000000e+02
9.772600000000000000e+04,3.240000000000000000e+02
9.801500000000000000e+04,2.890000000000000000e+02
9.819300000000000000e+04,1.780000000000000000e+02
9.851200000000000000e+04,3.190000000000000000e+02
9.865300000000000000e+04,1.410000000000000000e+02
9.896300000000000000e+04,3.100000000000000000e+02
9.911600000000000000e+04,1.530000000000000000e+02
9.924300000000000000e+04,1.270000000000000000e+02
9.942000000000000000e+04,1.770000000000000000e+02
9.960900000000000000e+04,1.890000000000000000e+02
9.973500000000000000e+04,1.260000000000000000e+02
9.985200000000000000e+04,1.170000000000000000e+02
1.000240000000000000e+05,1.720000000000000000e+02
1.002220000000000000e+05,1.980000000000000000e+02
1.003440000000000000e+05,1.220000000000000000e+02
1.005480000000000000e+05,2.040000000000000000e+02
1.007040000000000000e+05,1.560000000000000000e+02
1.009360000000000000e+05,2.320000000000000000e+02
1.010670000000000000e+05,1.310000000000000000e+02
1.011930000000000000e+05,1.260000000000000000e+02
1.013220000000000000e+05,1.290000000000000000e+02
1.015570000000000000e+05,2.350000000000000000e+02
1.017160000000000000e+05,1.590000000000000000e+02
1.019600000000000000e+05,2.440000000000000000e+02
1.021020000000000000e+05,1.420000000000000000e+02
1.023470000000000000e+05,2.450000000000000000e+02
1.024690000000000000e+05,1.220000000000000000e+02
1.026350000000000000e+05,1.660000000000000000e+02
1.031350000000000000e+05,5.000000000000000000e+02
1.033110000000000000e+05,1.760000000000000000e+02
1.034640000000000000e+05,1.530000000000000000e+02
1.036850000000000000e+05,2.210000000000000000e+02
1.038150000000000000e+05,1.300000000000000000e+02
1.039680000000000000e+05,1.530000000000000000e+02
1.042370000000000000e+05,2.690000000000000000e+02
1.043700000000000000e+05,1.330000000000000000e+02
1.047490000000000000e+05,3.790000000000000000e+02
1.052490000000000000e+05,5.000000000000000000e+02
1.054210000000000000e+05,1.720000000000000000e+02
1.059210000000000000e+05,5.000000000000000000e+02
1.060850000000000000e+05,1.640000000000000000e+02
1.065380000000000000e+05,4.530000000000000000e+02
1.068640000000000000e+05,3.260000000000000000e+02
1.070820000000000000e+05,2.180000000000000000e+02
1.072740000000000000e+05,1.920000000000000000e+02
1.076040000000000000e+05,3.300000000000000000e+02
1.078450000000000000e+05,2.410000000000000000e+02
1.083450000000000000e+05,5.000000000000000000e+02
1.088450000000000000e+05,5.000000000000000000e+02
1.090380000000000000e+05,1.930000000000000000e+02
1.095380000000000000e+05,5.000000000000000000e+02
1.100380000000000000e+05,5.000000000000000000e+02
1.103180000000000000e+05,2.800000000000000000e+02
1.107840000000000000e+05,4.660000000000000000e+02
1.112840000000000000e+05,5.000000000000000000e+02
1.116150000000000000e+05,3.310000000000000000e+02
1.117860000000000000e+05,1.710000000000000000e+02
1.119870000000000000e+05,2.010000000000000000e+02
1.122220000000000000e+05,2.350000000000000000e+02
1.124940000000000000e+05,2.720000000000000000e+02
1.129940000000000000e+05,5.000000000000000000e+02
1.134790000000000000e+05,4.850000000000000000e+02
1.139790000000000000e+05,5.000000000000000000e+02
1.144790000000000000e+05,5.000000000000000000e+02
1.147360000000000000e+05,2.570000000000000000e+02
1.149770000000000000e+05,2.410000000000000000e+02
1.153930000000000000e+05,4.160000000000000000e+02
1.156920000000000000e+05,2.990000000000000000e+02
1.161920000000000000e+05,5.000000000000000000e+02
1.164620000000000000e+05,2.700000000000000000e+02
1.169620000000000000e+05,5.000000000000000000e+02
1.171870000000000000e+05,2.250000000000000000e+02
1.176870000000000000e+05,5.000000000000000000e+02
1.181870000000000000e+05,5.000000000000000000e+02
1.183590000000000000e+05,1.720000000000000000e+02
1.188190000000000000e+05,4.600000000000000000e+02
1.190280000000000000e+05,2.090000000000000000e+02
1.195280000000000000e+05,5.000000000000000000e+02
1.200280000000000000e+05,5.000000000000000000e+02
1.205280000000000000e+05,5.000000000000000000e+02
1.210280000000000000e+05,5.000000000000000000e+02
1.215280000000000000e+05,5.000000000000000000e+02
1.220280000000000000e+05,5.000000000000000000e+02
1.225280000000000000e+05,5.000000000000000000e+02
1.230280000000000000e+05,5.000000000000000000e+02
1.235280000000000000e+05,5.000000000000000000e+02
1.240280000000000000e+05,5.000000000000000000e+02
1.245280000000000000e+05,5.000000000000000000e+02
1.247710000000000000e+05,2.430000000000000000e+02
1.252710000000000000e+05,5.000000000000000000e+02
1.257710000000000000e+05,5.000000000000000000e+02
1.262710000000000000e+05,5.000000000000000000e+02
1.267710000000000000e+05,5.000000000000000000e+02
1.272710000000000000e+05,5.000000000000000000e+02
1.277710000000000000e+05,5.000000000000000000e+02
1.282710000000000000e+05,5.000000000000000000e+02
1.287710000000000000e+05,5.000000000000000000e+02
1.292710000000000000e+05,5.000000000000000000e+02
1.297710000000000000e+05,5.000000000000000000e+02
1.302710000000000000e+05,5.000000000000000000e+02
1.307710000000000000e+05,5.000000000000000000e+02
1.312710000000000000e+05,5.000000000000000000e+02
1.317710000000000000e+05,5.000000000000000000e+02
1.322710000000000000e+05,5.000000000000000000e+02
1.327710000000000000e+05,5.000000000000000000e+02
1.332710000000000000e+05,5.000000000000000000e+02
1.337710000000000000e+05,5.000000000000000000e+02
1.342710000000000000e+05,5.000000000000000000e+02
1.347710000000000000e+05,5.000000000000000000e+02
1.352710000000000000e+05,5.000000000000000000e+02
1.357710000000000000e+05,5.000000000000000000e+02
1.362710000000000000e+05,5.000000000000000000e+02
1.367710000000000000e+05,5.000000000000000000e+02
1.372710000000000000e+05,5.000000000000000000e+02
1.377380000000000000e+05,4.670000000000000000e+02
1.381850000000000000e+05,4.470000000000000000e+02
1.386850000000000000e+05,5.000000000000000000e+02
1.391850000000000000e+05,5.000000000000000000e+02
1.396850000000000000e+05,5.000000000000000000e+02
1.401850000000000000e+05,5.000000000000000000e+02
1.406850000000000000e+05,5.000000000000000000e+02
1.411850000000000000e+05,5.000000000000000000e+02
1.416850000000000000e+05,5.000000000000000000e+02
1.421850000000000000e+05,5.000000000000000000e+02
1.426850000000000000e+05,5.000000000000000000e+02
1.431850000000000000e+05,5.000000000000000000e+02
1.436850000000000000e+05,5.000000000000000000e+02
1.441850000000000000e+05,5.000000000000000000e+02
1.446850000000000000e+05,5.000000000000000000e+02
1.451850000000000000e+05,5.000000000000000000e+02
1.456850000000000000e+05,5.000000000000000000e+02
1.461850000000000000e+05,5.000000000000000000e+02
1.466850000000000000e+05,5.000000000000000000e+02
1.471850000000000000e+05,5.000000000000000000e+02
1.476850000000000000e+05,5.000000000000000000e+02
1.481850000000000000e+05,5.000000000000000000e+02
1.486850000000000000e+05,5.000000000000000000e+02
1.491850000000000000e+05,5.000000000000000000e+02
1.496850000000000000e+05,5.000000000000000000e+02
1.501850000000000000e+05,5.000000000000000000e+02
1.506850000000000000e+05,5.000000000000000000e+02
1.511850000000000000e+05,5.000000000000000000e+02
1.516850000000000000e+05,5.000000000000000000e+02
1.521850000000000000e+05,5.000000000000000000e+02
1.526850000000000000e+05,5.000000000000000000e+02
1.531850000000000000e+05,5.000000000000000000e+02
1.536850000000000000e+05,5.000000000000000000e+02
1.541850000000000000e+05,5.000000000000000000e+02
1.546850000000000000e+05,5.000000000000000000e+02
1.551850000000000000e+05,5.000000000000000000e+02
1.556850000000000000e+05,5.000000000000000000e+02
1.561850000000000000e+05,5.000000000000000000e+02
1.566850000000000000e+05,5.000000000000000000e+02
1.571850000000000000e+05,5.000000000000000000e+02
1.576850000000000000e+05,5.000000000000000000e+02
1.581850000000000000e+05,5.000000000000000000e+02
1.586850000000000000e+05,5.000000000000000000e+02
1.591850000000000000e+05,5.000000000000000000e+02
1.596850000000000000e+05,5.000000000000000000e+02
1.601850000000000000e+05,5.000000000000000000e+02
1.606850000000000000e+05,5.000000000000000000e+02
1.611850000000000000e+05,5.000000000000000000e+02
1.616850000000000000e+05,5.000000000000000000e+02
1.621850000000000000e+05,5.000000000000000000e+02
1.626850000000000000e+05,5.000000000000000000e+02
1.631850000000000000e+05,5.000000000000000000e+02
1.636850000000000000e+05,5.000000000000000000e+02
1.641850000000000000e+05,5.000000000000000000e+02
1.646850000000000000e+05,5.000000000000000000e+02
1.651850000000000000e+05,5.000000000000000000e+02
1.656850000000000000e+05,5.000000000000000000e+02
1.661850000000000000e+05,5.000000000000000000e+02
1.666850000000000000e+05,5.000000000000000000e+02
1.671850000000000000e+05,5.000000000000000000e+02
1.676850000000000000e+05,5.000000000000000000e+02
1.681850000000000000e+05,5.000000000000000000e+02
1.686850000000000000e+05,5.000000000000000000e+02
1.691850000000000000e+05,5.000000000000000000e+02
1.696850000000000000e+05,5.000000000000000000e+02
1.701850000000000000e+05,5.000000000000000000e+02
1.706850000000000000e+05,5.000000000000000000e+02
1.711850000000000000e+05,5.000000000000000000e+02
1.716850000000000000e+05,5.000000000000000000e+02
1.721850000000000000e+05,5.000000000000000000e+02
1.726850000000000000e+05,5.000000000000000000e+02
1.731850000000000000e+05,5.000000000000000000e+02
1.736850000000000000e+05,5.000000000000000000e+02
1.741850000000000000e+05,5.000000000000000000e+02
1.746850000000000000e+05,5.000000000000000000e+02
1.751850000000000000e+05,5.000000000000000000e+02
1.756850000000000000e+05,5.000000000000000000e+02
1.761850000000000000e+05,5.000000000000000000e+02
1.766850000000000000e+05,5.000000000000000000e+02
1.771850000000000000e+05,5.000000000000000000e+02
1.776850000000000000e+05,5.000000000000000000e+02
1.781850000000000000e+05,5.000000000000000000e+02
1.786850000000000000e+05,5.000000000000000000e+02
1.791850000000000000e+05,5.000000000000000000e+02
1.796850000000000000e+05,5.000000000000000000e+02
1.801850000000000000e+05,5.000000000000000000e+02
1.806850000000000000e+05,5.000000000000000000e+02
1.811850000000000000e+05,5.000000000000000000e+02
1.816850000000000000e+05,5.000000000000000000e+02
1.821850000000000000e+05,5.000000000000000000e+02
1.826850000000000000e+05,5.000000000000000000e+02
1.831850000000000000e+05,5.000000000000000000e+02
1.836850000000000000e+05,5.000000000000000000e+02
1.841850000000000000e+05,5.000000000000000000e+02
1.846850000000000000e+05,5.000000000000000000e+02
1.851850000000000000e+05,5.000000000000000000e+02
1.856850000000000000e+05,5.000000000000000000e+02
1.861850000000000000e+05,5.000000000000000000e+02
1.863270000000000000e+05,1.420000000000000000e+02
1.868270000000000000e+05,5.000000000000000000e+02
1.873270000000000000e+05,5.000000000000000000e+02
1.878270000000000000e+05,5.000000000000000000e+02
1.883270000000000000e+05,5.000000000000000000e+02
1.888270000000000000e+05,5.000000000000000000e+02
1.893270000000000000e+05,5.000000000000000000e+02
1.898270000000000000e+05,5.000000000000000000e+02
1.903270000000000000e+05,5.000000000000000000e+02
1.908270000000000000e+05,5.000000000000000000e+02
1.913270000000000000e+05,5.000000000000000000e+02
1.918270000000000000e+05,5.000000000000000000e+02
1.923270000000000000e+05,5.000000000000000000e+02
1.928270000000000000e+05,5.000000000000000000e+02
1.933270000000000000e+05,5.000000000000000000e+02
1.936850000000000000e+05,3.580000000000000000e+02
1.940700000000000000e+05,3.850000000000000000e+02
1.942780000000000000e+05,2.080000000000000000e+02
1.947780000000000000e+05,5.000000000000000000e+02
1.952780000000000000e+05,5.000000000000000000e+02
1.957780000000000000e+05,5.000000000000000000e+02
1.960480000000000000e+05,2.700000000000000000e+02
1.965480000000000000e+05,5.000000000000000000e+02
1.970480000000000000e+05,5.000000000000000000e+02
1.975480000000000000e+05,5.000000000000000000e+02
1.980480000000000000e+05,5.000000000000000000e+02
1.985480000000000000e+05,5.000000000000000000e+02
1.990480000000000000e+05,5.000000000000000000e+02
1.995480000000000000e+05,5.000000000000000000e+02
