timesteps,return
4.076900000000000000e+04,1.270000000000000000e+02
4.091100000000000000e+04,1.420000000000000000e+02
4.104900000000000000e+04,1.380000000000000000e+02
4.118200000000000000e+04,1.330000000000000000e+02
4.140100000000000000e+04,2.190000000000000000e+02
4.154400000000000000e+04,1.430000000000000000e+02
4.167900000000000000e+04,1.350000000000000000e+02
4.182700000000000000e+04,1.480000000000000000e+02
4.197600000000000000e+04,1.490000000000000000e+02
4.220900000000000000e+04,2.330000000000000000e+02
4.239100000000000000e+04,1.820000000000000000e+02
4.255200000000000000e+04,1.610000000000000000e+02
4.270700000000000000e+04,1.550000000000000000e+02
4.288200000000000000e+04,1.750000000000000000e+02
4.305600000000000000e+04,1.740000000000000000e+02
4.324200000000000000e+04,1.860000000000000000e+02
4.335400000000000000e+04,1.120000000000000000e+02
4.351700000000000000e+04,1.630000000000000000e+02
4.372100000000000000e+04,2.040000000000000000e+02
4.382900000000000000e+04,1.080000000000000000e+02
4.395600000000000000e+04,1.270000000000000000e+02
4.410000000000000000e+04,1.440000000000000000e+02
4.424900000000000000e+04,1.490000000000000000e+02
4.436200000000000000e+04,1.130000000000000000e+02
4.450200000000000000e+04,1.400000000000000000e+02
4.464400000000000000e+04,1.420000000000000000e+02
4.476200000000000000e+04,1.180000000000000000e+02
4.490500000000000000e+04,1.430000000000000000e+02
4.503800000000000000e+04,1.330000000000000000e+02
4.516700000000000000e+04,1.290000000000000000e+02
4.529300000000000000e+04,1.260000000000000000e+02
4.541000000000000000e+04,1.170000000000000000e+02
4.551900000000000000e+04,1.090000000000000000e+02
4.566700000000000000e+04,1.480000000000000000e+02
4.581300000000000000e+04,1.460000000000000000e+02
4.592100000000000000e+04,1.080000000000000000e+02
4.602000000000000000e+04,9.900000000000000000e+01
4.612800000000000000e+04,1.080000000000000000e+02
4.625700000000000000e+04,1.290000000000000000e+02
4.639200000000000000e+04,1.350000000000000000e+02
4.651400000000000000e+04,1.220000000000000000e+02
4.662400000000000000e+04,1.100000000000000000e+02
4.674200000000000000e+04,1.180000000000000000e+02
4.685700000000000000e+04,1.150000000000000000e+02
4.695900000000000000e+04,1.020000000000000000e+02
4.705300000000000000e+04,9.400000000000000000e+01
4.717300000000000000e+04,1.200000000000000000e+02
4.728500000000000000e+04,1.120000000000000000e+02
4.741800000000000000e+04,1.330000000000000000e+02
4.754800000000000000e+04,1.300000000000000000e+02
4.766600000000000000e+04,1.180000000000000000e+02
4.777000000000000000e+04,1.040000000000000000e+02
4.788500000000000000e+04,1.150000000000000000e+02
4.800400000000000000e+04,1.190000000000000000e+02
4.810400000000000000e+04,1.000000000000000000e+02
4.819800000000000000e+04,9.400000000000000000e+01
4.830300000000000000e+04,1.050000000000000000e+02
4.841500000000000000e+04,1.120000000000000000e+02
4.851400000000000000e+04,9.900000000000000000e+01
4.862500000000000000e+04,1.110000000000000000e+02
4.872300000000000000e+04,9.800000000000000000e+01
4.882700000000000000e+04,1.040000000000000000e+02
4.893200000000000000e+04,1.050000000000000000e+02
4.902300000000000000e+04,9.100000000000000000e+01
4.912200000000000000e+04,9.900000000000000000e+01
4.923500000000000000e+04,1.130000000000000000e+02
4.933800000000000000e+04,1.030000000000000000e+02
4.945300000000000000e+04,1.150000000000000000e+02
4.956200000000000000e+04,1.090000000000000000e+02
4.968200000000000000e+04,1.200000000000000000e+02
4.980200000000000000e+04,1.200000000000000000e+02
4.991800000000000000e+04,1.160000000000000000e+02
5.003200000000000000e+04,1.140000000000000000e+02
5.013700000000000000e+04,1.050000000000000000e+02
5.025000000000000000e+04,1.130000000000000000e+02
5.036500000000000000e+04,1.150000000000000000e+02
5.047600000000000000e+04,1.110000000000000000e+02
5.058500000000000000e+04,1.090000000000000000e+02
5.072100000000000000e+04,1.360000000000000000e+02
5.083200000000000000e+04,1.110000000000000000e+02
5.096400000000000000e+04,1.320000000000000000e+02
5.106800000000000000e+04,1.040000000000000000e+02
5.120300000000000000e+04,1.350000000000000000e+02
5.131600000000000000e+04,1.130000000000000000e+02
5.145100000000000000e+04,1.350000000000000000e+02
5.159000000000000000e+04,1.390000000000000000e+02
5.170400000000000000e+04,1.140000000000000000e+02
5.183100000000000000e+04,1.270000000000000000e+02
5.195800000000000000e+04,1.270000000000000000e+02
5.206900000000000000e+04,1.110000000000000000e+02
5.224400000000000000e+04,1.750000000000000000e+02
