bin_start,bin_end,count
-30.7659539181941,-29.780313703065755,1
-29.780313703065755,-28.79467348793741,0
-28.79467348793741,-27.809033272809064,0
-27.809033272809064,-26.82339305768072,1
-26.82339305768072,-25.837752842552376,0
-25.837752842552376,-24.852112627424027,0
-24.852112627424027,-23.866472412295686,1
-23.866472412295686,-22.88083219716734,3
-22.88083219716734,-21.895191982038995,1
-21.895191982038995,-20.90955176691065,0
-20.90955176691065,-19.923911551782304,2
-19.923911551782304,-18.93827133665396,4
-18.93827133665396,-17.952631121525613,1
-17.952631121525613,-16.96699090639727,8
-16.96699090639727,-15.981350691268924,4
-15.981350691268924,-14.995710476140578,6
-14.995710476140578,-14.010070261012235,15
-14.010070261012235,-13.02443004588389,11
-13.02443004588389,-12.038789830755544,18
-12.038789830755544,-11.053149615627198,28
-11.053149615627198,-10.067509400498853,34
-10.067509400498853,-9.081869185370508,55
-9.081869185370508,-8.096228970242162,66
-8.096228970242162,-7.110588755113817,112
-7.110588755113817,-6.124948539985471,156
-6.124948539985471,-5.139308324857126,233
-5.139308324857126,-4.153668109728784,398
-4.153668109728784,-3.1680278946004385,711
-3.1680278946004385,-2.182387679472093,1358
-2.182387679472093,-1.1967474643437477,3530
-1.1967474643437477,-0.21110724921540225,11389
-0.21110724921540225,0.7745329659129432,224575
0.7745329659129432,1.7601731810412886,5332
1.7601731810412886,2.7458133961696305,1804
2.7458133961696305,3.7314536112979795,796
3.7314536112979795,4.717093826426321,408
4.717093826426321,5.70273404155467,249
5.70273404155467,6.688374256683012,125
6.688374256683012,7.674014471811361,108
7.674014471811361,8.659654686939703,59
8.659654686939703,9.645294902068052,46
9.645294902068052,10.630935117196394,45
10.630935117196394,11.616575332324736,31
11.616575332324736,12.602215547453085,25
12.602215547453085,13.587855762581427,15
13.587855762581427,14.573495977709776,18
14.573495977709776,15.559136192838118,14
15.559136192838118,16.544776407966467,5
16.544776407966467,17.53041662309481,7
17.53041662309481,18.516056838223157,13
18.516056838223157,19.5016970533515,5
19.5016970533515,20.48733726847985,5
20.48733726847985,21.47297748360819,6
21.47297748360819,22.458617698736532,8
22.458617698736532,23.44425791386488,3
23.44425791386488,24.429898128993223,5
24.429898128993223,25.415538344121572,2
25.415538344121572,26.401178559249914,4
26.401178559249914,27.386818774378263,1
27.386818774378263,28.372458989506605,5
28.372458989506605,29.358099204634954,4
29.358099204634954,30.343739419763295,2
30.343739419763295,31.329379634891644,3
31.329379634891644,32.315019850019986,0
32.315019850019986,33.300660065148335,3
33.300660065148335,34.28630028027668,1
34.28630028027668,35.27194049540502,1
35.27194049540502,36.25758071053336,2
36.25758071053336,37.24322092566172,1
37.24322092566172,38.22886114079006,1
38.22886114079006,39.2145013559184,0
39.2145013559184,40.20014157104674,1
40.20014157104674,41.1857817861751,0
41.1857817861751,42.17142200130344,1
42.17142200130344,43.15706221643178,1
43.15706221643178,44.142702431560124,1
44.142702431560124,45.128342646688466,1
45.128342646688466,46.11398286181682,0
46.11398286181682,47.099623076945164,1
47.099623076945164,48.085263292073506,0
48.085263292073506,49.07090350720185,2
49.07090350720185,50.056543722330204,1
50.056543722330204,51.042183937458546,2
51.042183937458546,52.02782415258689,0
52.02782415258689,53.01346436771523,0
53.01346436771523,53.99910458284357,0
53.99910458284357,54.98474479797193,1
54.98474479797193,55.97038501310027,1
55.97038501310027,56.95602522822861,2
56.95602522822861,57.94166544335695,0
57.94166544335695,58.92730565848531,1
58.92730565848531,59.91294587361365,0
59.91294587361365,60.89858608874199,0
60.89858608874199,61.884226303870335,0
61.884226303870335,62.86986651899869,0
62.86986651899869,63.85550673412703,0
63.85550673412703,64.84114694925537,0
64.84114694925537,65.82678716438372,0
65.82678716438372,66.81242737951206,0
66.81242737951206,67.79806759464041,0
67.79806759464041,68.78370780976876,0
68.78370780976876,69.7693480248971,0
69.7693480248971,70.75498824002544,0
70.75498824002544,71.7406284551538,0
71.7406284551538,72.72626867028214,0
72.72626867028214,73.71190888541048,0
73.71190888541048,74.69754910053882,1
74.69754910053882,75.68318931566716,0
75.68318931566716,76.66882953079552,0
76.66882953079552,77.65446974592386,0
77.65446974592386,78.6401099610522,0
78.6401099610522,79.62575017618055,0
79.62575017618055,80.6113903913089,0
80.6113903913089,81.59703060643724,0
81.59703060643724,82.58267082156559,0
82.58267082156559,83.56831103669393,0
83.56831103669393,84.55395125182228,0
84.55395125182228,85.53959146695063,0
85.53959146695063,86.52523168207897,0
86.52523168207897,87.51087189720731,0
87.51087189720731,88.49651211233565,0
88.49651211233565,89.48215232746401,0
89.48215232746401,90.46779254259235,0
90.46779254259235,91.45343275772069,0
91.45343275772069,92.43907297284903,0
92.43907297284903,93.42471318797739,0
93.42471318797739,94.41035340310573,0
94.41035340310573,95.39599361823407,1
95.39599361823407,96.38163383336241,0
96.38163383336241,97.36727404849077,0
97.36727404849077,98.35291426361911,0
98.35291426361911,99.33855447874745,0
99.33855447874745,100.3241946938758,0
100.3241946938758,101.30983490900414,0
101.30983490900414,102.29547512413248,0
102.29547512413248,103.28111533926082,0
103.28111533926082,104.26675555438919,0
104.26675555438919,105.25239576951753,0
105.25239576951753,106.23803598464588,0
106.23803598464588,107.22367619977422,0
107.22367619977422,108.20931641490256,0
108.20931641490256,109.1949566300309,0
109.1949566300309,110.18059684515924,0
110.18059684515924,111.16623706028759,1
111.16623706028759,112.15187727541593,0
112.15187727541593,113.1375174905443,0
113.1375174905443,114.12315770567264,0
114.12315770567264,115.10879792080098,0
115.10879792080098,116.09443813592932,0
