environment,timestep,episode_return,episode_length
Custom,48731,482.49393,500
Custom,49231,482.843523,500
Custom,49731,483.539438,500
Custom,50231,483.438221,500
Custom,50731,482.779596,500
Custom,51231,482.444069,500
Custom,51731,483.09521,500
Custom,52231,483.048579,500
Custom,52731,483.706834,500
Custom,53231,483.687255,500
Custom,53731,481.767749,500
Custom,54231,483.396081,500
Custom,54731,481.857787,500
Custom,55231,483.333705,500
Custom,55731,483.148051,500
Custom,56231,484.281437,500
Custom,56731,483.07199,500
Custom,57231,482.266345,500
Custom,57731,484.285461,500
Custom,58231,483.432428,500
Custom,58731,483.201529,500
Custom,59231,483.337531,500
Custom,59731,483.227455,500
Custom,60231,485.033713,500
Custom,60731,483.820965,500
Custom,61231,482.963497,500
Custom,61731,483.607002,500
Custom,62231,483.112444,500
Custom,62731,483.478624,500
Custom,63231,482.888252,500
Custom,63731,482.160698,500
Custom,64231,483.354666,500
Custom,64731,482.783781,500
Custom,65231,483.831271,500
Custom,65731,483.516977,500
Custom,66231,483.244868,500
Custom,66731,483.687031,500
Custom,67231,483.612533,500
Custom,67731,484.167631,500
Custom,68231,484.687722,500
Custom,68731,483.190927,500
Custom,69231,483.265811,500
Custom,69731,483.203897,500
Custom,70231,483.741899,500
Custom,70731,482.628762,500
Custom,71231,484.160358,500
Custom,71731,483.355612,500
Custom,72231,482.945906,500
Custom,72731,483.625212,500
Custom,73231,483.377896,500
Custom,73731,483.330934,500
Custom,74231,483.974986,500
Custom,74731,483.551789,500
Custom,75231,482.305906,500
Custom,75731,483.297096,500
Custom,76231,484.121165,500
Custom,76731,484.375413,500
Custom,77231,484.017942,500
Custom,77731,484.082936,500
Custom,78231,483.398056,500
Custom,78731,483.293517,500
Custom,79231,483.303711,500
Custom,79731,483.424462,500
Custom,80231,483.738549,500
Custom,80731,483.065697,500
Custom,81231,483.268509,500
Custom,81731,483.526586,500
Custom,82231,483.74693,500
Custom,82731,483.765176,500
Custom,83231,482.694394,500
Custom,83731,483.335268,500
Custom,84231,483.842209,500
Custom,84731,483.854577,500
Custom,85231,483.114423,500
Custom,85731,484.13792,500
Custom,86231,483.372575,500
Custom,86731,483.353545,500
Custom,87231,483.732741,500
Custom,87731,483.177024,500
Custom,88231,483.599632,500
Custom,88731,483.004011,500
Custom,89231,483.806739,500
Custom,89731,483.435279,500
Custom,90231,482.427204,500
Custom,90731,483.502675,500
Custom,91231,483.38918,500
Custom,91731,484.345791,500
Custom,92231,483.972595,500
Custom,92731,483.256542,500
Custom,93231,482.851383,500
Custom,93731,483.446672,500
Custom,94231,483.57909,500
Custom,94731,482.691073,500
Custom,95231,483.357335,500
Custom,95731,483.148462,500
Custom,96231,483.865453,500
Custom,96731,483.801065,500
Custom,97231,483.981346,500
Custom,97731,483.219082,500
Custom,98231,483.072367,500
Custom,98731,483.470919,500
Custom,99231,484.045149,500
Custom,99731,483.557824,500
Custom,100231,482.796016,500
