environment,timesteps,mean_metric,std_metric
Standard,172000.0,169.66666666666666,26.08107018935807
Standard,174000.0,195.66666666666666,45.02098276236192
Standard,176000.0,175.0,39.89987468652001
Standard,178000.0,231.0,116.79326464598319
Standard,180000.0,158.0,17.72004514666935
Standard,182000.0,171.33333333333334,26.132142830026183
Standard,184000.0,350.0,116.24399626073884
Standard,186000.0,323.3333333333333,223.97073221492334
Standard,188000.0,294.3333333333333,150.51983996212002
Standard,190000.0,449.0,392.4342832458279
Standard,192000.0,416.3333333333333,412.8408356201644
Standard,194000.0,436.6666666666667,398.4782163291851
Standard,196000.0,468.3333333333333,375.9630596511075
Standard,198000.0,542.3333333333334,327.0069656070885
Standard,200000.0,493.6666666666667,358.6849437722315
Standard,202000.0,510.6666666666667,357.2733158552738
Standard,204000.0,487.6666666666667,364.99710805551445
Standard,206000.0,476.0,377.1189025581543
Standard,208000.0,484.3333333333333,372.70572246150925
Standard,210000.0,511.0,354.2795506376285
Standard,212000.0,494.3333333333333,358.73326519233694
Standard,214000.0,646.0,307.1492579620968
Standard,216000.0,623.6666666666666,268.0551352904017
Standard,218000.0,685.0,280.34621452768005
Standard,220000.0,707.6666666666666,279.552420049542
Standard,222000.0,702.0,377.76447689003265
Standard,224000.0,803.6666666666666,277.65726274591765
Standard,226000.0,763.6666666666666,334.22580524084145
Standard,228000.0,956.3333333333334,61.75399222362515
Standard,230000.0,792.6666666666666,293.2136119320217
Standard,232000.0,784.3333333333334,304.99872495179744
Standard,234000.0,806.3333333333334,273.88602657958944
Standard,236000.0,788.3333333333334,299.34187070230513
Standard,238000.0,843.6666666666666,221.08872025099387
Standard,240000.0,803.6666666666666,277.65726274591765
Standard,242000.0,833.6666666666666,235.2308558747248
Standard,244000.0,901.0,140.0071426749364
Standard,246000.0,1000.0,0.0
Standard,248000.0,1000.0,0.0
Standard,250000.0,1000.0,0.0
Custom,0.0,10.333333333333334,4.714045207910316
Custom,2000.0,10.333333333333334,3.2998316455372216
Custom,4000.0,9.0,4.546060565661952
Custom,6000.0,5.333333333333333,1.699673171197595
Custom,8000.0,13.666666666666666,10.96458946893235
Custom,10000.0,8.666666666666666,3.858612300930075
Custom,12000.0,8.333333333333334,3.39934634239519
Custom,14000.0,26.333333333333332,15.584892970081281
Custom,16000.0,10.333333333333334,2.494438257849294
Custom,18000.0,13.333333333333334,7.717224601860151
Custom,20000.0,9.666666666666666,1.699673171197595
