environment,epoch,episode_return,episode_length
Custom,11.49951171875,476.214558,500
Custom,11.74365234375,482.044189,500
Custom,11.98779296875,479.677786,500
Custom,12.23193359375,474.971193,500
Custom,12.47607421875,476.596345,500
Custom,12.72021484375,476.059086,500
Custom,12.96435546875,483.850195,500
Custom,13.20849609375,483.693995,500
Custom,13.45263671875,484.714123,500
Custom,13.69677734375,483.883647,500
Custom,13.94091796875,481.068689,500
Custom,14.18505859375,485.465487,500
Custom,14.42919921875,487.561157,500
Custom,14.67333984375,482.084595,500
Custom,14.91748046875,483.450445,500
Custom,15.16162109375,484.768369,500
Custom,15.40576171875,489.596658,500
Custom,15.64990234375,488.368516,500
Custom,15.89404296875,487.999649,500
Custom,16.13818359375,489.063889,500
Custom,16.38232421875,487.513992,500
Custom,16.62646484375,487.940186,500
Custom,16.87060546875,489.137027,500
Custom,17.11474609375,487.623822,500
Custom,17.35888671875,486.037922,500
Custom,17.60302734375,483.776891,500
Custom,17.84716796875,486.819567,500
Custom,18.09130859375,489.763363,500
Custom,18.33544921875,490.665471,500
Custom,18.57958984375,489.504839,500
Custom,18.82373046875,489.591011,500
Custom,19.06787109375,489.545081,500
Custom,19.31201171875,491.232975,500
Custom,19.55615234375,488.933803,500
Custom,19.80029296875,491.942522,500
Custom,20.04443359375,488.611749,500
Custom,20.28857421875,491.176832,500
Custom,20.53271484375,490.700453,500
Custom,20.77685546875,489.741828,500
Custom,21.02099609375,491.315052,500
Custom,21.26513671875,490.644362,500
Custom,21.50927734375,490.832635,500
Custom,21.75341796875,489.783309,500
Custom,21.99755859375,490.741487,500
Custom,22.24169921875,490.89287,500
Custom,22.48583984375,491.003145,500
Custom,22.72998046875,490.18165,500
Custom,22.97412109375,491.512737,500
Custom,23.21826171875,490.246194,500
Custom,23.46240234375,490.13536,500
Custom,23.70654296875,491.150496,500
Custom,23.95068359375,491.384495,500
Custom,24.19482421875,490.63885,500
Custom,24.43896484375,491.591141,500
Custom,24.68310546875,491.518906,500
Custom,24.92724609375,491.540225,500
Custom,25.17138671875,491.321508,500
Custom,25.41552734375,491.787761,500
Custom,25.65966796875,491.125606,500
Custom,25.90380859375,491.169526,500
Custom,26.14794921875,491.123321,500
Custom,26.39208984375,489.634325,500
Custom,26.63623046875,491.146912,500
Custom,26.88037109375,492.11763,500
Custom,27.12451171875,491.040124,500
Custom,27.36865234375,491.533147,500
Custom,27.61279296875,491.783954,500
Custom,27.85693359375,490.772585,500
Custom,28.10107421875,489.424704,500
Custom,28.34521484375,491.207905,500
Custom,28.58935546875,491.727388,500
Custom,28.83349609375,490.551647,500
Custom,29.07763671875,491.084529,500
Custom,29.32177734375,491.502157,500
Custom,29.56591796875,491.724088,500
Custom,29.81005859375,489.977233,500
Custom,30.05419921875,491.808427,500
Custom,30.29833984375,491.710182,500
Custom,30.54248046875,491.191946,500
Custom,30.78662109375,491.598498,500
Custom,31.03076171875,491.630623,500
Custom,31.27490234375,491.677518,500
Custom,31.51904296875,491.448458,500
Custom,31.76318359375,491.670349,500
Custom,32.00732421875,491.183259,500
Custom,32.25146484375,490.1134,500
Custom,32.49560546875,491.629075,500
Custom,32.73974609375,491.79695,500
Custom,32.98388671875,491.531703,500
Custom,33.22802734375,491.17455,500
Custom,33.47216796875,492.184839,500
Custom,33.71630859375,491.619852,500
Custom,33.96044921875,491.606617,500
Custom,34.20458984375,492.170567,500
Custom,34.44873046875,491.366412,500
Custom,34.69287109375,491.887274,500
Custom,34.93701171875,491.673744,500
Custom,35.18115234375,491.615815,500
Custom,35.42529296875,491.468808,500
Custom,35.66943359375,491.358897,500
Custom,35.91357421875,491.521897,500
Custom,36.15771484375,491.644222,500
Custom,36.40185546875,491.539103,500
Custom,36.64599609375,491.583501,500
Custom,36.89013671875,491.850597,500
Custom,37.13427734375,491.824011,500
Custom,37.37841796875,491.621394,500
Custom,37.62255859375,491.636815,500
Custom,37.86669921875,491.612513,500
Custom,38.11083984375,491.781451,500
Custom,38.35498046875,491.732221,500
Custom,38.59912109375,491.735191,500
Custom,38.84326171875,491.412374,500
Custom,39.08740234375,491.099604,500
Custom,39.33154296875,491.415521,500
Custom,39.57568359375,491.569613,500
Custom,39.81982421875,491.654609,500
Custom,40.06396484375,491.827778,500
Custom,40.30810546875,491.612748,500
Custom,40.55224609375,492.264332,500
Custom,40.79638671875,492.330716,500
Custom,41.04052734375,492.0343,500
Custom,41.28466796875,491.467423,500
Custom,41.52880859375,492.150832,500
Custom,41.77294921875,492.297882,500
Custom,42.01708984375,491.637726,500
Custom,42.26123046875,491.996096,500
Custom,42.50537109375,492.143826,500
Custom,42.74951171875,491.760271,500
Custom,42.99365234375,491.815365,500
Custom,43.23779296875,491.642242,500
Custom,43.48193359375,491.764797,500
Custom,43.72607421875,491.430711,500
Custom,43.97021484375,491.964113,500
Custom,44.21435546875,491.559702,500
Custom,44.45849609375,491.631678,500
Custom,44.70263671875,491.671206,500
Custom,44.94677734375,491.972007,500
Custom,45.19091796875,491.752967,500
Custom,45.43505859375,491.299057,500
Custom,45.67919921875,491.712363,500
Custom,45.92333984375,491.623752,500
Custom,46.16748046875,491.717874,500
Custom,46.41162109375,491.875898,500
Custom,46.65576171875,491.847196,500
Custom,46.89990234375,491.846788,500
Custom,47.14404296875,490.653477,500
Custom,47.38818359375,492.343869,500
Custom,47.63232421875,492.083707,500
Custom,47.87646484375,492.999568,500
Custom,48.12060546875,491.67742,500
Custom,48.36474609375,491.759462,500
Custom,48.60888671875,491.410384,500
Custom,48.85302734375,491.608566,500
