Episode,Return,Cost,Length,Violation
1,1000.0,0.3679810029034342,1000,0
2,1000.0,0.3138174996145176,1000,0
3,1000.0,0.34971680105481723,1000,0
4,1000.0,0.30947833037473327,1000,0
5,1000.0,0.38845100159988377,1000,0
6,1000.0,0.4715809948726111,1000,0
7,1000.0,0.17056238717790292,1000,0
8,1000.0,0.19552984929552938,1000,0
9,1000.0,0.31881451423686896,1000,0
10,1000.0,0.3723347356144243,1000,0
11,1000.0,0.49635729454443894,1000,0
12,1000.0,0.3568395398325227,1000,0
13,1000.0,0.32974998451435866,1000,0
14,1000.0,0.350847900044366,1000,0
15,1000.0,0.36214975105542846,1000,0
16,1000.0,0.3167252060819062,1000,0
17,1000.0,0.34262226359202425,1000,0
18,1000.0,0.588920221506894,1000,0
19,1000.0,0.3902322088841473,1000,0
20,1000.0,0.36146292162833155,1000,0
21,1000.0,0.3114437630355871,1000,0
22,1000.0,0.19894848623992384,1000,0
23,1000.0,0.3526240757623489,1000,0
24,1000.0,0.23147393348584255,1000,0
25,1000.0,0.2922860311257098,1000,0
26,1000.0,0.2957834381333315,1000,0
27,1000.0,0.2912722374106106,1000,0
28,1000.0,0.2682193843813678,1000,0
29,1000.0,0.3006638760690436,1000,0
30,1000.0,0.28126733261748244,1000,0
31,1000.0,0.6102042479211689,1000,0
32,1000.0,0.3303516743483307,1000,0
33,1000.0,0.5664431859138541,1000,0
34,1000.0,0.3724578119728242,1000,0
35,1000.0,0.328665298289146,1000,0
36,1000.0,0.4307945594438379,1000,0
37,1000.0,0.23791448379930946,1000,0
38,1000.0,0.3057099032392414,1000,0
39,1000.0,0.35554404057331573,1000,0
40,1000.0,0.2747279955632283,1000,0
41,1000.0,0.5864031211320194,1000,0
42,1000.0,0.28576860730050463,1000,0
43,1000.0,0.4015975498797152,1000,0
44,1000.0,0.35483956361829727,1000,0
45,1000.0,0.34352969130255595,1000,0
46,1000.0,0.4031462955568749,1000,0
47,1000.0,0.25531767206500233,1000,0
48,1000.0,0.25385367375979995,1000,0
49,1000.0,0.2450541147061892,1000,0
50,1000.0,0.277769587492639,1000,0
51,1000.0,0.23796436880676916,1000,0
52,1000.0,0.228515766047668,1000,0
53,1000.0,0.21188531538957228,1000,0
54,1000.0,0.5690675363746824,1000,0
55,1000.0,0.5855732599153197,1000,0
56,1000.0,0.3392818335231618,1000,0
57,1000.0,0.22050391395317595,1000,0
58,1000.0,0.295041194376528,1000,0
59,1000.0,0.2703951737365668,1000,0
60,1000.0,0.2608714715850984,1000,0
