Episode,Return,Cost,Length,Violation
1,1000.0,11.113041052448015,1000,0
2,1000.0,4.238724364268436,1000,0
3,1000.0,15.447513522372821,1000,0
4,1000.0,11.099042912351536,1000,0
5,1000.0,10.388322393642387,1000,0
6,1000.0,16.3474536383083,1000,0
7,1000.0,6.015761208417265,1000,0
8,1000.0,6.309491222174489,1000,0
9,1000.0,10.129826525062294,1000,0
10,1000.0,7.225158840985929,1000,0
11,1000.0,29.89883672690247,1000,0
12,1000.0,12.5556437872463,1000,0
13,1000.0,6.489085880163376,1000,0
14,1000.0,7.932878612744694,1000,0
15,1000.0,16.04498279355777,1000,0
16,1000.0,8.239735561829232,1000,0
17,1000.0,4.138929693450802,1000,0
18,1000.0,32.8639120179178,1000,0
19,1000.0,11.107484778558145,1000,0
20,1000.0,12.959802698393098,1000,0
21,1000.0,9.919235743639186,1000,0
22,1000.0,5.853288742836267,1000,0
23,1000.0,12.320264063402984,1000,0
24,1000.0,4.68743232628208,1000,0
25,1000.0,6.14172100317422,1000,0
26,1000.0,12.132972826083114,1000,0
27,1000.0,7.294580546870208,1000,0
28,1000.0,4.4118981864658275,1000,0
29,1000.0,7.269795961425048,1000,0
30,1000.0,7.392075398707847,1000,0
31,1000.0,52.7489524530375,1000,0
32,1000.0,11.503696278519312,1000,0
33,1000.0,23.077482513398135,1000,0
34,1000.0,12.894862572731702,1000,0
35,1000.0,10.223857635257913,1000,0
36,1000.0,18.143497721403225,1000,0
37,1000.0,7.305384239776437,1000,0
38,1000.0,8.494017852434906,1000,0
39,1000.0,10.884805144255386,1000,0
40,1000.0,9.794925903103698,1000,0
41,1000.0,21.328112273131826,1000,0
42,1000.0,6.314886644157074,1000,0
43,1000.0,20.600830173461677,1000,0
44,1000.0,10.597516711694539,1000,0
45,1000.0,11.394023412900541,1000,0
46,1000.0,14.077650943675142,1000,0
47,1000.0,7.496710096806107,1000,0
48,1000.0,7.194331738784829,1000,0
49,1000.0,6.385116009053305,1000,0
50,1000.0,5.960407007483568,1000,0
51,1000.0,7.416016570700052,1000,0
52,1000.0,7.925964351201133,1000,0
53,1000.0,7.85272092544114,1000,0
54,1000.0,20.470339371464483,1000,0
55,1000.0,33.54212300102132,1000,0
56,1000.0,11.161563519762945,1000,0
57,1000.0,3.9615630174534773,1000,0
58,1000.0,10.274429736655522,1000,0
59,1000.0,8.351711234532297,1000,0
60,1000.0,8.2649182201359,1000,0
